Logback 2024-03-22 20:54:37 INFO  o.g.m.MsServiceAppMs2Application:55 - trkid= traceID=0 span_id=0 - Starting MsServiceAppMs2Application v0.0.1-SNAPSHOT using Java 11.0.1 on c94ecdcb5e84 with PID 1 (/app-ms2.jar started by root in /)
Logback 2024-03-22 20:54:37 INFO  o.g.m.MsServiceAppMs2Application:637 - trkid= traceID=0 span_id=0 - No active profile set, falling back to default profiles: default
Logback 2024-03-22 20:54:48 INFO  o.s.b.w.e.t.TomcatWebServer:108 - trkid= traceID=0 span_id=0 - Tomcat initialized with port(s): 8082 (http)
Logback 2024-03-22 20:54:48 INFO  o.a.c.h.Http11NioProtocol:173 - trkid= traceID=0 span_id=0 - Initializing ProtocolHandler ["http-nio-8082"]
Logback 2024-03-22 20:54:48 INFO  o.a.c.c.StandardService:173 - trkid= traceID=0 span_id=0 - Starting service [Tomcat]
Logback 2024-03-22 20:54:48 INFO  o.a.c.c.StandardEngine:173 - trkid= traceID=0 span_id=0 - Starting Servlet engine: [Apache Tomcat/9.0.56]
Logback 2024-03-22 20:54:49 INFO  o.a.c.c.C.[.[.[/]:173 - trkid= traceID=0 span_id=0 - Initializing Spring embedded WebApplicationContext
Logback 2024-03-22 20:54:49 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:290 - trkid= traceID=0 span_id=0 - Root WebApplicationContext: initialization completed in 11240 ms
Logback 2024-03-22 20:54:50 DEBUG o.s.w.f.CommonsRequestLoggingFilter:242 - trkid= traceID=0 span_id=0 - Filter 'logFilter' configured for use
Logback 2024-03-22 20:54:54 INFO  o.s.b.a.e.w.EndpointLinksResolver:58 - trkid= traceID=0 span_id=0 - Exposing 1 endpoint(s) beneath base path '/actuator'
Logback 2024-03-22 20:54:54 INFO  o.a.c.h.Http11NioProtocol:173 - trkid= traceID=0 span_id=0 - Starting ProtocolHandler ["http-nio-8082"]
Logback 2024-03-22 20:54:54 INFO  o.s.b.w.e.t.TomcatWebServer:220 - trkid= traceID=0 span_id=0 - Tomcat started on port(s): 8082 (http) with context path ''
Logback 2024-03-22 20:54:54 INFO  o.g.m.MsServiceAppMs2Application:61 - trkid= traceID=0 span_id=0 - Started MsServiceAppMs2Application in 21.98 seconds (JVM running for 38.904)
Logback 2024-03-22 20:54:58 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=b584ff75f1ab8056b472c8ef64cf91cb span_id=b11a14bb8650e10b - Before request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:54:58 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=b584ff75f1ab8056b472c8ef64cf91cb span_id=b11a14bb8650e10b - After request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:07 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=56e6b78a5abef7c2cd644843dd2b758b span_id=5caf768e88ce238b - Before request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:07 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=56e6b78a5abef7c2cd644843dd2b758b span_id=5caf768e88ce238b - After request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:17 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=b160acdb3fb7c117289596075519ad00 span_id=4386bcde8a8d2bdf - Before request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:17 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=b160acdb3fb7c117289596075519ad00 span_id=4386bcde8a8d2bdf - After request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:27 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=70c51ce47edd008f779697d7877d1ffa span_id=6474b8cdfc563097 - Before request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:27 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=70c51ce47edd008f779697d7877d1ffa span_id=6474b8cdfc563097 - After request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:29 INFO  o.a.c.c.C.[.[.[/]:173 - trkid= traceID=b74dc78d498980851d7799a5bc0111e5 span_id=883bed4c40bf302b - Initializing Spring DispatcherServlet 'dispatcherServlet'
Logback 2024-03-22 20:55:29 INFO  o.s.w.s.DispatcherServlet:525 - trkid= traceID=b74dc78d498980851d7799a5bc0111e5 span_id=883bed4c40bf302b - Initializing Servlet 'dispatcherServlet'
Logback 2024-03-22 20:55:29 INFO  o.s.w.s.DispatcherServlet:547 - trkid= traceID=b74dc78d498980851d7799a5bc0111e5 span_id=883bed4c40bf302b - Completed initialization in 2 ms
Logback 2024-03-22 20:55:29 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=b74dc78d498980851d7799a5bc0111e5 span_id=883bed4c40bf302b - Before request [GET /seller/find/124, client=192.168.224.5, headers=[traceparent:"00-b74dc78d498980851d7799a5bc0111e5-4424bd8d80c40341-01", host:"ms-service-app-ms2:8082", connection:"Keep-Alive", accept-encoding:"gzip", user-agent:"okhttp/3.14.9"]]
Logback 2024-03-22 20:55:29 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=b74dc78d498980851d7799a5bc0111e5 span_id=883bed4c40bf302b - After request [GET /seller/find/124, client=192.168.224.5, headers=[traceparent:"00-b74dc78d498980851d7799a5bc0111e5-4424bd8d80c40341-01", host:"ms-service-app-ms2:8082", connection:"Keep-Alive", accept-encoding:"gzip", user-agent:"okhttp/3.14.9"]]
Logback 2024-03-22 20:55:37 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=a0b90ca168bd3ef8ef84874417a3f9f3 span_id=bf417f8f1670bdd4 - Before request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:37 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=a0b90ca168bd3ef8ef84874417a3f9f3 span_id=bf417f8f1670bdd4 - After request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:42 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=e2a62eb61190df6785919c879d7f6187 span_id=1af0a8f2fb5d5e8f - Before request [GET /seller/find/595, client=192.168.224.5, headers=[traceparent:"00-e2a62eb61190df6785919c879d7f6187-eba18ca6a316e2fd-01", host:"ms-service-app-ms2:8082", connection:"Keep-Alive", accept-encoding:"gzip", user-agent:"okhttp/3.14.9"]]
Logback 2024-03-22 20:55:42 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=e2a62eb61190df6785919c879d7f6187 span_id=1af0a8f2fb5d5e8f - After request [GET /seller/find/595, client=192.168.224.5, headers=[traceparent:"00-e2a62eb61190df6785919c879d7f6187-eba18ca6a316e2fd-01", host:"ms-service-app-ms2:8082", connection:"Keep-Alive", accept-encoding:"gzip", user-agent:"okhttp/3.14.9"]]
Logback 2024-03-22 20:55:47 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=bfc8c9c870c4a200554b97c4dc663040 span_id=20b78ec63e531c3c - Before request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:47 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=bfc8c9c870c4a200554b97c4dc663040 span_id=20b78ec63e531c3c - After request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:57 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=235fe95bd911dc712f9f1d97f2b94e7f span_id=8992c80ceeef6707 - Before request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:55:57 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=235fe95bd911dc712f9f1d97f2b94e7f span_id=8992c80ceeef6707 - After request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:56:07 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=02fdc51bd4bc85d170b9bd18d5604963 span_id=965d004fffc9226a - Before request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:56:07 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=02fdc51bd4bc85d170b9bd18d5604963 span_id=965d004fffc9226a - After request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
Logback 2024-03-22 20:56:15 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=d8b0b119d4031f16045cba89364c0fc2 span_id=194e95de1b058b49 - Before request [GET /seller/find/401, client=192.168.224.5, headers=[traceparent:"00-d8b0b119d4031f16045cba89364c0fc2-c0e4019d16d81271-01", host:"ms-service-app-ms2:8082", connection:"Keep-Alive", accept-encoding:"gzip", user-agent:"okhttp/3.14.9"]]
Logback 2024-03-22 20:56:15 DEBUG o.s.w.f.CommonsRequestLoggingFilter:55 - trkid= traceID=d8b0b119d4031f16045cba89364c0fc2 span_id=194e95de1b058b49 - After request [GET /seller/find/401, client=192.168.224.5, headers=[traceparent:"00-d8b0b119d4031f16045cba89364c0fc2-c0e4019d16d81271-01", host:"ms-service-app-ms2:8082", connection:"Keep-Alive", accept-encoding:"gzip", user-agent:"okhttp/3.14.9"]]
Logback 2024-03-22 20:56:17 DEBUG o.s.w.f.CommonsRequestLoggingFilter:47 - trkid= traceID=2407d185d3d5eaea826ac32949405cce span_id=facaa275fea84228 - Before request [GET /metrics, client=192.168.224.2, headers=[host:"ms-service-app-ms2:8082", user-agent:"GrafanaAgent/v0.33.2", accept:"application/openmetrics-text;version=1.0.0,application/openmetrics-text;version=0.0.1;q=0.75,text/plain;version=0.0.4;q=0.5,*/*;q=0.1", accept-encoding:"gzip", x-prometheus-scrape-timeout-seconds:"10"]]
